Judul,APBD Kab Bantul 2015,,
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"2,095,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"2,095,000",Belanja bahan pakai habisAlat Tulis Kegiatan1 Ls x 2.095.000^00 = 2.095.000^00
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,125,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,125,000","Belanja Penggandaan
Penggandaan kegiatan7^500 lbr x 150^00 = 1.125.000^00"
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,"2,500,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,"2,500,000",Belanja Sewa Ruang Rapat/Pertemuan5 kali x 500.000^00 = 2.500.000^00
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"15,750,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750,Belanja makanan dan minuman rapat100 Dos x 7.500^00 = 750.000^00
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"15,000,000","Belanja snack^ makan dan minum pelaksanaan kegiatanODK330 Dos x 25.000^00 = 8.250.000^00
ASLUT270 Dos x 25.000^00 = 6.750.000^00"
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"9,710,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"1,710,000","Belanja Perjalanan Dinas di Kab.Bantul
Gol IV 6 Kl x 50.000^00 = 300.000^00
Gol III 21 Kl x 40.000^00 = 840.000^00
Belanja Perjalanan Dinas dalam Prov. DIY
Gol IV 3 Kl x 70.000^00 = 210.000^00
Gol III 6 Kl x 60.000^00 = 360.000^00"
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"8,000,000","Belanja Perjalanan Dinas
Gol IV 1 Oh x 1.700.000^00 = 1.700.000^00
Transport 1 Ok x 2.500.000^00 = 2.500.000^00
Gol III 2 Oh x 1.500.000^00 = 3.000.000^00
Transport 1 Ok x 800.000^00 = 800.000^00"
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"35,725,000",
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"21,375,000","Honor Tenaga Ahli / Nara sumber
Honor Nara Sumber pembinaan kel ASLUT & ODK15 Jpl x 225.000^00 = 3.375.000^00
Tenaga Pendamping ODK90 Ob x 200.000^00 = 18.000.000^00"
1.13 . 1.13.01 . 18 . 06 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"14,350,000","Honorarium harianODK315 Oh x 25.000^00 = 7.875.000^00
ASLUT259 Oh x 25.000^00 = 6.475.000^00"
1.13 . 1.13.01 . 20 ,Program pembinaan eks penyandang penyakit sosial (eks narapidana^ PSK^ narkoba dan penyakit sosial lainnya),"192,868,600",
1.13 . 1.13.01 . 20 . 06 ,Penjaringan kerja penanganan anjal^ gepeng^ dan penyakit sosial lainnya,"53,978,700","Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya penanganan anjal^ gepeng & penyakit sosial lainnya
Target:  200 orang"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 1 ,Belanja Pegawai ,"16,430,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"11,730,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"11,730,000","Honorarium panitia pelaksana kegiatan
Koordinator7 Ok x 90.000^00 = 630.000^00
Sekretaris7 Ok x 80.000^00 = 560.000^00
Anggota7 Ok x 70.000^00 = 490.000^00
Honorarium Tim Penyelenggara Kegiatan Razia Gepeng
Korlap7 keg x 3 org21 ok x 100.000^00 = 2.100.000^00
Anggota7 keg x 15 org105 ok x 50.000^00 = 5.250.000^00
Honorarium Tim Penjangkau PMKS
Sekretaris5 keg x 1 org5 ok x 110.000^00 = 550.000^00
Koordinator Lapangan5 keg x 3 org15 ok x 105.000^00 = 1.575.000^00
Ketua5 keg x 1 org5 ok x 115.000^00 = 575.000^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"4,700,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 1 . 02 . 06 ,Honorarium Petugas Pendamping Kegiatan ,"4,700,000","Honor Tim penyelenggara kegiatan razia gepeng
Anggota tim Razia gepeng14 ok x 50.000^00 = 700.000^00
Honor Tim Penjangkau PMKS
Anggota tim penjangkau PMKS40 ok x 100.000^00 = 4.000.000^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"37,548,700",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"2,861,250",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"2,861,250","Belanja bahan pakai habis
Belanja Alat Tulis Kantor1 Ls x 2.861.250^00 = 2.861.250^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,"2,300,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,"2,300,000","Belanja alat-alat/perlengkapan
Belanja perlengkapan mandi warga panti Hafara1 Ls x 2.300.000^00 = 2.300.000^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,249,950",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,249,950","Belanja cetak dan penggandaan
Penggandaan kegiatan8^333 lbr x 150^00 = 1.249.950^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,"5,600,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,"5,600,000",Belanja sewa sarana mobilitas darat kendaraan untuk razia & pemulangan klien7 kgt x 800.000^00 = 5.600.000^00
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"24,037,500",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"24,037,500","Belanja Makanan dan Minuman Pelaksanaan Kegiatan Razia gepeng (petugas & Klien)245 Dos x 17.500^00 = 4.287.500^00
Penjangkauan anjal (petugas & klien)100 Dos x 17.500^00 = 1.750.000^00
Fasilitasi makan^ minum pembinaan anjal/gepeng dalam panti Hafara720 Dos x 25.000^00 = 18.000.000^00"
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"1,500,000",
1.13 . 1.13.01 . 20 . 06 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"1,500,000","Honorarium tenaga ahli/instruktur/narasumber/penceramah
Pembina gepeng dalam panti Hafara12 Jpl x 125.000^00 = 1.500.000^00"
1.13 . 1.13.01 . 20 . 07 ,Pemberdayaan PMKS ,"138,889,900","Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Meningkatnya kesejahteraan & kemandirian bagi PMKS
Target:  175 orang"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 1 ,Belanja Pegawai ,"3,410,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"3,410,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"3,410,000","Honor Panitia Pelaksana Kegiatan Pemberdayaan dan Pembinaan PMKS
Ketua11 oh x 90.000^00 = 990.000^00
Sekretaris11 Oh x 80.000^00 = 880.000^00
Anggota22 Oh x 70.000^00 = 1.540.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"135,479,900",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"5,855,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"5,855,000","Belanja Alat Tulis Kantor
Alat Tulis Kegiatan1 Ls x 3.230.000^00 = 3.230.000^00
Alat Tulis peserta pelatihan keterampilan175 Org x 15.000^00 = 2.625.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,"95,200,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,"95,200,000","Belanja alat-alat/perlengkapan
Belanja bahan praktek1 Ls x 2.700.000^00 = 2.700.000^00
Belanja alat-alat perlengkapan usaha peserta pelatihan175 Pkt x 300.000^00 = 52.500.000^00
Belanja peralatan usaha klien40 Pkt x 1.000.000^00 = 40.000.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1,374,900",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,374,900","Belanja Penggandaan
Penggandaan kegiatan9^166 Lbr x 150^00 = 1.374.900^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,"5,500,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,"5,500,000","Belanja Sewa Ruang rapat/pertemuan
Sewa tempat pelatihan keterampilan11 Hr x 500.000^00 = 5.500.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"9,250,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"9,250,000","Belanja makan dan minum pelaksanaan kegiatan
Belanja snack^ makan^ minum pelatihan keterampilan325 Oh x 25.000^00 = 8.125.000^00
Belanja snack^ makan^ minum pembinaan klien PMKS45 Dos x 25.000^00 = 1.125.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"18,300,000",
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"10,200,000","Honor Tenaga Ahli/Narasumber
Honor Narasumber pemberdayaan PMKS33 Jpl x 250.000^00 = 8.250.000^00
Honor Narasumber pembinaan PMKS3 Jpl x 250.000^00 = 750.000^00
Honor Pendamping Klien12 Ok x 100.000^00 = 1.200.000^00"
1.13 . 1.13.01 . 20 . 07 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"8,100,000",Honorarium harianTransport peserta pelatihan PMKS270 Oh x 30.000^00 = 8.100.000^00
1.19 . 1.13.01 . 20 ,Program Peningkatan Pemberantasan Penyakit Masyarakat (pekat) ,"73,120,000",
1.19 . 1.13.01 . 20 . 01 ,Penyuluhan pencegahan peredaran/penggunaan minuman keras dan narkoba,"73,120,000","Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tertingkatnya kesadaran masyarakat terhadap penyalahgunaan narkoba
Target:  3.000 orang"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,"1,970,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"1,970,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"1,970,000","Honorarium panitia pelaksanaan workshop anti napza
Ketua4 ok x 90.000^00 = 360.000^00
Sekretaris4 ok x 80.000^00 = 320.000^00
Anggota12 ok x 70.000^00 = 840.000^00
Honorarium panitia pelaksana kegiatan LSBN
Ketua1 ok x 90.000^00 = 90.000^00
Sekretaris1 ok x 80.000^00 = 80.000^00
Anggota4 ok x 70.000^00 = 280.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"71,150,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"5,850,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"5,850,000","Belanja alat tulis kantor
Alat tulis kegiatan1 ls x 2.850.000^00 = 2.850.000^00
ATK peserta workshop200 paket x 15.000^00 = 3.000.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,450,
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,450,"Belanja bahan/material
Belanja bahan/material pameran anti napza1 ls x 450.000^00 = 450.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"4,750,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,"3,250,000","Belanja cetak
Cetak buku saku P4GN260 buah x 12.500^00 = 3.250.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1,500,000","Belanja penggandaan
Penggandaan kegiatan10^000 lembar x 150^00 = 1.500.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,"2,000,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,"2,000,000","Belanja sewa ruang rapat/pertemuan
Sewa ruang rapat/pertemuan4 kali x 500.000^00 = 2.000.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,"1,600,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,"1,600,000","Belanja sewa sarana mobilitas darat
Belanja sewa bus pengiriman peserta HANI1 buah x 800.000^00 = 800.000^00
Belanja sewa kendaraan pekan pameran anti napza2 buah x 400.000^00 = 800.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"31,750,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750,"Belanja makanan dan minuman rapat
Belanja snack dan minuman rapat100 dos x 7.500^00 = 750.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,"31,000,000","Belanja makanan dan minuman pelaksanaan kegiatan
Belanja snack^ makan dan minum peserta upacara HANI30 dos x 25.000^00 = 750.000^00
Belanja snack^ makan dan minum pekan pameran anti napza30 dos x 25.000^00 = 750.000^00
Fasilitasi konsumsi kegiatan P4GN3^000 dos x 7.500^00 = 22.500.000^00
Belanja snack^ makan dan minum workshop220 dos x 25.000^00 = 5.500.000^00
Belanja snack^ makan dan minum yuri dan panitia LSBN30 dos x 25.000^00 = 750.000^00
Belanja snack dan minum peserta LSBN100 dos x 7.500^00 = 750.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,"4,500,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 14 . 11 ,Belanja Pakaian Kaos/Training ,"4,500,000","Belanja kaos
Belanja kaos kegiatan anti napza90 buah x 50.000^00 = 4.500.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,400,
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,400,"Belanja hadiah
Trophy kejuaraan lomba1 set x 400.000^00 = 400.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 35 ,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,"11,850,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,"4,700,000","Honor narasumber/tenaga ahli
Honor narasumber/tenaga ahli workshop anti napza12 jpl x 225.000^00 = 2.700.000^00
Honor penyuluh napza 1 tahun1 ls x 2.000.000^00 = 2.000.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 35 . 02 ,Jasa Yuri Perlombaan/Pelatih ,"1,400,000","Honorarium yuri perlombaan
Honor yuri LSBN14 oh x 100.000^00 = 1.400.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,"5,750,000","Honor peserta workshop
Transport peserta workshop anti napza200 org x 25.000^00 = 5.000.000^00
Transport peserta pameran anti napza30 Org x 25.000^00 = 750.000^00"
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 37 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"8,000,000",
1.19 . 1.13.01 . 20 . 01 . 5 . 2 . 2 . 37 . 01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"8,000,000","Uang diberikan kepada pihak ketiga/masyarakat
Uang pembinaan juara lomba anti napza1 paket x 8.000.000^00 = 8.000.000^00"
1.13 . 1.13.01 . 21 ,Program Pemberdayaan Kelembagaan Kesejahteraan Sosial ,"360,269,800",
1.13 . 1.13.01 . 21 . 03 ,Peningkatan kualitas SDM kesejahteraan sosial masyarakat ,"295,069,850","Sumber Dana : Pendapatan Asli Daerah (P A D)
Lokasi Kegiatan : Kab. Bantul
Keluaran :  Terlaksananya Pembinaan Organisasi Sosial^ Pekerja Sosial Masyarakat^ TKSK Berprestasi^ WKSBM berprestasi dan Temu Mitra Nasional Orsos
Target:  5 kegiatan"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,"21,510,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"10,295,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"10,295,000","Pendapatan Asli Daerah (P A D)
Honorarium Panitia Pemilihan Orsos Berprestasi
Anggota2 ok x 130.000^00 = 260.000^00
Pengarah1 ok x 155.000^00 = 155.000^00
Ketua1 ok x 145.000^00 = 145.000^00
Sekretaris1 ok x 135.000^00 = 135.000^00
Honorarium Panitia Pemilihan PSM Berprestasi
Sekretaris1 ok x 135.000^00 = 135.000^00
Anggota2 ok x 130.000^00 = 260.000^00
Pengarah1 ok x 155.000^00 = 155.000^00
Ketua1 ok x 145.000^00 = 145.000^00
Honorarium Panitia Pembinaan Orsos
Ketua11 ok x 75.000^00 = 825.000^00
Sekretaris11 ok x 70.000^00 = 770.000^00
Anggota11 ok x 65.000^00 = 715.000^00
Pengarah11 bln x 80.000^00 = 880.000^00
Honorarium Panitia Pembinaan PSM
Anggota11 ok x 65.000^00 = 715.000^00
Pengarah11 ok x 80.000^00 = 880.000^00
Ketua11 ok x 75.000^00 = 825.000^00
Sekretaris11 ok x 70.000^00 = 770.000^00
Honorarium Panitia Pemilihan TKSK
Sekretaris1 ok x 135.000^00 = 135.000^00
Anggota2 ok x 130.000^00 = 260.000^00
Pengarah1 ok x 155.000^00 = 155.000^00
Ketua1 ok x 145.000^00 = 145.000^00
Honorarium Panitia Pemilihan WKSBM
Ketua1 ok x 145.000^00 = 145.000^00
Sekretaris1 ok x 135.000^00 = 135.000^00
Anggota1 ok x 130.000^00 = 130.000^00
Pengarah1 ok x 155.000^00 = 155.000^00
Honorarium Panitia Kegiatan Temu Mitra Nasional Orsos
Pengarah1 org x 155.000^00 = 155.000^00
ketua1 org x 140.000^00 = 140.000^00
Sekretaris1 org x 130.000^00 = 130.000^00
Anggota7 org x 120.000^00 = 840.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"11,215,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 1 . 02 . 06 ,Honorarium Petugas Pendamping Kegiatan ,"11,215,000","Pendapatan Asli Daerah (P A D)
Honorarium Panpel Orsos BerprestasiAnggota4 orang x 130.000^00 = 520.000^00
Honorarium Panpel PSM BerprestasiAnggota4 orang x 130.000^00 = 520.000^00
Honorarium TKSK BerprestasiAnggota4 orang x 130.000^00 = 520.000^00
Honorarium Pan Pembinaan OrsosAnggota22 orang x 65.000^00 = 1.430.000^00
Honorarium Pan Pembinaan PSMAnggota22 orang x 65.000^00 = 1.430.000^00
Honorarium Panpel WKSBMAnggota4 orang x 130.000^00 = 520.000^00
Honorarium panitia kegiatan Temu Mitra Orsos Nasional
Honor panitia Temu Mitra Orsos Nasional (Non PNS)40 org x 120.000^00 = 4.800.000^00
Honor penyelenggara kegiatan Temu Mitra Orsos Nasional
Honor petugas keamanan30 org x 30.000^00 = 900.000^00
Honor petugas kebersihan15 org x 25.000^00 = 375.000^00
Honor MC2 org x 100.000^00 = 200.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"273,559,850",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"5,400,000",Pendapatan Asli Daerah (P A D)
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"5,400,000","Belanja Alat Tulis Kantor
ATK Keg Pembinaan  Orsos1 LS x 1.200.000^00 = 1.200.000^00
ATK Keg Pembinaan PSM1 LS x 1.200.000^00 = 1.200.000^00
K Keg Pembinaan TKSK1 LS x 1.000.000^00 = 1.000.000^00
ATK Temu Mitra Orsos Nasional1 ls x 2.000.000^00 = 2.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,"6,700,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,"4,200,000","Pendapatan Asli Daerah (P A D)
Belanja Dekorasi KegiatanDekorasi6 buah x 200.000^00 = 1.200.000^00
Dekorasi Temu Mitra Orsos Nasional1 ls x 3.000.000^00 = 3.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,"2,500,000","Belanja pembelian spanduk
Pembelian spanduk Temu Mitra Orsos Nasional1 set x 2.500.000^00 = 2.500.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"3,179,850",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"3,179,850","Pendapatan Asli Daerah (P A D)
Belanja Penggandaan / Fotocopy
Belanja Penggandaan Keg Pembinaan PSM7^733 Lbr x 150^00 = 1.159.950^00
Belanja Penggandaan Keg Pembinaan Orsos6^666 Lbr x 150^00 = 999.900^00
Belanja Penggandaan keg Pembinaan TKSK dan WKSBM6^800 Lbr x 150^00 = 1.020.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"20,650,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,"4,450,000","Pendapatan Asli Daerah (P A D)
Belanja sewa meja kursiSewa meja kursi6 paket x 200.000^00 = 1.200.000^00
Belanja sewa meja kursi Temu Mitra Orsos Nasional
Sewa kursi1^500 buah x 2.000^00 = 3.000.000^00
Sewa meja100 buah x 2.500^00 = 250.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,"10,200,000","Pendapatan Asli Daerah (P A D)
Sewa Tenda6 paket x 200.000^00 = 1.200.000^00
Sewa tenda Temu Mitra Orsos Nasional30 unit x 300.000^00 = 9.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,"2,000,000","Belanja sewa sound system
Belanja sewa sound system Temu Mitra Orsos Nasional1 paket x 2.000.000^00 = 2.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 10 . 13 ,Belanja sewa peralatan dan perlengkapan kegiatan ,"4,000,000","Belanja peralatan dan perlengkapan kegiatan
Belanja sewa lighting1 paket x 3.000.000^00 = 3.000.000^00
Belanja sewa panggung1 paket x 1.000.000^00 = 1.000.000^00"
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"94,350,000",
1.13 . 1.13.01 . 21 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"2,550,000","Pendapatan Asli Daerah (P A D)
Belanja makan dan minum rapat
Belanja minum snack rapat Pemilihan Orsos75 ok x 8.500^00 = 637.500^00
Belanja minum snack rapat Pemilihan PSM75 ok x 8.500^00 = 637.500^00
Belanja minum snack rapatPemilihan TKSK75 ok x 8.500^00 = 637.500^00
Belanja minum snack rapat Persiapan PHBN75 ok x 8.500^00 = 637.500^00"
