Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,
Daerah,Kabupaten Bantul,,,,,,,,,,,,,,,
Tahun,2014,,,,,,,,,,,,,,,
Kode Organisasi,1.11.01,,,,,,,,,,,,,,,
Organisasi,Badan Kesejahteraan Keluarga Pemberdayaan Perempuan dan Keluarga Berencana,,,,,,,,,,,,,,,
Kolom,7,,,,,,,,,,,,,,,
No. Rekening,Uraian,Sebelum,Sesudah,Angka,Prosentase,Keterangan,,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1500000.00,1500000.00,0.00,0,"Belanja Penggandaaan
Fotocopy materi300 pkt x 5.000,00 = 1.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,9000000.00,9000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,9000000.00,9000000.00,0.00,0,"Belanja Makanan dan minuman pelaksanaan
Belanja Makan dan Minum kegiatan360 org x 25.000,00 = 9.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,11400000.00,11400000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2400000.00,2400000.00,0.00,0,"Honorarium Narasumber
Honorarium Narasumber ( 2 org x 6 keg)12 org x 200.000,00 = 2.400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.18 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,9000000.00,9000000.00,0.00,0,"Honoarium Harian
Transport Peserta300 org x 30.000,00 = 9.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 ,Lomba Kelompok KB Pria ,12315000.00,12315000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.1 ,Belanja Pegawai ,750000.00,750000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.1.01 ,Honorarium PNS ,750000.00,750000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,750000.00,750000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
ketua1 org x 200.000,00 = 200.000,00
Sekretaris1 org x 150.000,00 = 150.000,00
Anggota4 org x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2 ,Belanja Barang dan Jasa ,11565000.00,11565000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,800000.00,800000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,800000.00,800000.00,0.00,0,"Belanja ATK1 pkt x 800.000,00 = 800.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,315000.00,315000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,315000.00,315000.00,0.00,0,"Belanja Penggandaan
Fotocopy1 pkt x 315.000,00 = 315.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2725000.00,2725000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,225000.00,225000.00,0.00,0,"Belanja makan minum rapat
makanan dan minuman rapat30 org x 7.500,00 = 225.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2500000.00,2500000.00,0.00,0,"Belanja makanan dan minuman pelaksanan kegiatan
Makan minum pelaksana kegiatan100 org x 25.000,00 = 2.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,775000.00,775000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,775000.00,775000.00,0.00,0,"Belanja perjalanan dinas
Gol IV6 org x 50.000,00 = 300.000,00
Gol III10 org x 40.000,00 = 400.000,00
Gol II3 org x 25.000,00 = 75.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.23 ,Belanja Barang yang akan diserahkan kepada Masyarakat/ Pihak ketiga,6000000.00,6000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.23.01 ,Belanja Barang yang akan diserahkan kepada Masyarakat,6000000.00,6000000.00,0.00,0,"Belanja Pembelian Hadiah
Pembelian Hadiah Juara I0 klp x 2.500.000,00 = 0,00
Pembelian Hadiah Juara II0 klp x 2.000.000,00 = 0,00
Pembelian Hadiah Juara III0 klp x 1.500.000,00 = 0,00
Pemberian Hadiah Juara I1 klp x 2.500.000,00 = 2.500.000,00
Pemberian Hadiah Juara II1 klp x 2.000.000,00 = 2.000.000,00
Pemberian Hadiah Juara III1 klp x 1.500.000,00 = 1.500.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,950000.00,950000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.19 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,950000.00,950000.00,0.00,0,"Honorarium Tim Yuri
Ketua1 org x 200.000,00 = 200.000,00
Anggota5 org x 150.000,00 = 750.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.20 ,Peningkatan Kualitas Tenaga Pelayanan KB ,20000000.00,20000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.1 ,Belanja Pegawai ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.1.01 ,Honorarium PNS ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,550000.00,550000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Ketua1 or x 150.000,00 = 150.000,00
Anggota4 or x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2 ,Belanja Barang dan Jasa ,19450000.00,19450000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,540000.00,540000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,540000.00,540000.00,0.00,0,"Belanja ATK1 pkt x 540.000,00 = 540.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,100000.00,100000.00,0.00,0,"Belanja Penggandaan
Belanja Penggandaan materi1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,17010000.00,17010000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,17010000.00,17010000.00,0.00,0,"Belanja makanan dan minuman pelaksanaan
Makanan dan minuman (27 pusk x 10 x6 )2,268 or x 7.500,00 = 17.010.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1800000.00,1800000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.20 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1800000.00,1800000.00,0.00,0,"Belanja perjalanan dinas
Gol IV10 or x 50.000,00 = 500.000,00
Gol III25 or x 40.000,00 = 1.000.000,00
Gol II10 or x 30.000,00 = 300.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.21 ,Pemantapan Mekanisme Operasional ,20000000.00,20000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.1 ,Belanja Pegawai ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.1.01 ,Honorarium PNS ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,550000.00,550000.00,0.00,0,"Honorarium Panitia Pelaksana Kegiatan
Ketua1 org x 150.000,00 = 150.000,00
Anggota4 org x 100.000,00 = 400.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.2 ,Belanja Barang dan Jasa ,19450000.00,19450000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,550000.00,550000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,550000.00,550000.00,0.00,0,"Belanja ATK1 pkt x 550.000,00 = 550.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,18900000.00,18900000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.21 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,18900000.00,18900000.00,0.00,0,"Belanja makan minum pelaksanaan
tingkat Kecamatan1,530 org x 5.000,00 = 7.650.000,00
Tingkat Desa2,250 org x 5.000,00 = 11.250.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 ,Pemetaan Potensi Keluarga dan Pemberdayaan Ekonomi Keluarga ,77000000.00,77000000.00,0.00,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabuapten Bantul",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.1 ,Belanja Pegawai ,6490000.00,6490000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.1.01 ,Honorarium PNS ,6490000.00,6490000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,6490000.00,6490000.00,0.00,0,"Penanggung jawab Operasional Survey dan Pemetaan
Pembina2 orang x 200.000,00 = 400.000,00
Pengarah4 orang x 180.000,00 = 720.000,00
Ketua Tim2 orang x 170.000,00 = 340.000,00
Wakil ketua tim2 orang x 170.000,00 = 340.000,00
Sekretaris Tim4 orang x 160.000,00 = 640.000,00
Tim pengolah data10 orang x 150.000,00 = 1.500.000,00
Tim pengumpul data17 orang x 150.000,00 = 2.550.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2 ,Belanja Barang dan Jasa ,70510000.00,70510000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2592500.00,2592500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2412500.00,2412500.00,0.00,0,"belanja bahan pakai habis
HVS 70 gr folio20 rim x 37.600,00 = 752.000,00
tinta2 buah x 227.750,00 = 455.500,00
stop map plastik folio20 buah x 4.275,00 = 85.500,00
CD RW75 buah x 5.000,00 = 375.000,00
snel hetter plastik folio10 buah x 4.450,00 = 44.500,00
Harddisk External1 buah x 700.000,00 = 700.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",180000.00,180000.00,0.00,0,"belanja perangko materai dan benda pos lainnya
belanja materai20 buah x 6.000,00 = 120.000,00
belanja materai20 buah x 3.000,00 = 60.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1000000.00,1000000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1000000.00,1000000.00,0.00,0,"belanja cetak dan penggandaan
belanja penggandaan1 paket x 1.000.000,00 = 1.000.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2275000.00,2275000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2275000.00,2275000.00,0.00,0,"belanja makanan dan minuman rapat
rapat koordinasi30 orang x 17.500,00 = 525.000,00
rapat pengumpulan data25 orang x 17.500,00 = 437.500,00
rapat evaluasi25 orang x 17.500,00 = 437.500,00
sosialisasi hasil50 orang x 17.500,00 = 875.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.15 ,Belanja Perjalanan Dinas ,38210000.00,38210000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,560000.00,560000.00,0.00,0,"perjalanan dinas dalam daerah
Gol IV8 oh x 50.000,00 = 400.000,00
Gol. III4 oh x 40.000,00 = 160.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,37650000.00,37650000.00,0.00,0,"perjalanan dinas luar daerah
Gol. III6 oh x 2.600.000,00 = 15.600.000,00
Gol. IV9 oh x 2.450.000,00 = 22.050.000,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.20 ,Belanja Pemeliharaan ,2832500.00,2832500.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.20.11 ,Belanja pemeliharaan jaringan komputer ,2832500.00,2832500.00,0.00,0,"pemeliharaan rutin berkala aplikasi program1 paket x 2.832.500,00 = 2.832.500,00",,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,23600000.00,23600000.00,0.00,0,,,,,,,,,,,
1.12 . 1.11.01 . 15.22 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,23600000.00,23600000.00,0.00,0,"Pengolahan GIS potensi dan pemberdayaan gakin
Pengolahan GIS potensi dan pemberdayaan gakin (6 orang x 60 hari)360 Oh x 35.000,00 = 12.600.000,00
Pembuatan WebGIS potensi dan pemberdayaan gakin1 paket x 11.000.000,00 = 11.000.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15 ,Program Keserasian Kebijakan Peningkatan Kualitas Anak dan Perempuan,42200000.00,42200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 ,"Pelaksanaan Sosilaisasi yang Terkait Dengan Kesetaraan Gender, Pemberdayaan Perempuan dan Perlindungan Anak",42200000.00,42200000.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,Lokasi Kegiatan : Kabupaten Bantul
1.11 . 1.11.01 . 15.03 . 5.2.2 ,Belanja Barang dan Jasa ,42200000.00,42200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,393000.00,393000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,177000.00,177000.00,0.00,0,"Belanja ATK Kegiatan
ATK Kegiatan1 pkt x 177.000,00 = 177.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",216000.00,216000.00,0.00,0,"Belanja perangko, meterai dan benda pos lainnya
belanja meterai (6xRp3000)24 bh x 3.000,00 = 72.000,00
belanja meterai (6x6000)24 bh x 6.000,00 = 144.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.03 ,Belanja Jasa Kantor ,100000.00,100000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000.00,100000.00,0.00,0,"Belanja Dokumentasi1 pkt x 100.000,00 = 100.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1307000.00,1307000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.06.01 ,Belanja Cetak ,1200000.00,1200000.00,0.00,0,"Cetak Leaflet
Cetak Leafleat1 pkt x 1.200.000,00 = 1.200.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,107000.00,107000.00,0.00,0,"foto copy1 pkt x 107.000,00 = 107.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,18200000.00,18200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,150000.00,150000.00,0.00,0,"Belanja makan minum rapat
belanja makan minum rapat keg Kesetaraan Gender, Pemberdayaan Prp dan perlindungan anak (2x10or)20 or x 7.500,00 = 150.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,18050000.00,18050000.00,0.00,0,"Belanja makan minum pelaksanaan kegiatan
Belanja makan dan minum pelaksanaan kegiatan Tk Kec (50or x 13kec x Rp.13.000)650 or x 13.000,00 = 8.450.000,00
Belanja makan dan minum pelaksanaan kegiatan Tk Desa (40or x 24des x Rp.10.000)960 0r x 10.000,00 = 9.600.000,00",,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,22200000.00,22200000.00,0.00,0,,,,,,,,,,,
1.11 . 1.11.01 . 15.03 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,22200000.00,22200000.00,0.00,0,"Honor Nara sumber
Honor nara sumber Sosialisasi yg terkait dg Kesetaraan Gender, pemberdayaan prp dan anak Tk Kec (30rgx13kecx1jpl)39 or x 200.000,00 = 7.800.000,00
Honor nara sumber Sosialisasi yg terkait dg Kesetaraan Gender, pemberdayaan prp dan anak Tk Desa (30rgx24desx1jpl)72 or x 200.000,00 = 14.400.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15 ,Program Pengembangan Data/Informasi/Statistik Daerah,522901875.00,522901875.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 ,Penyusunan dan Pengumpulan Data dan Statistik Daerah ,470873375.00,470873375.00,0.00,0,Sumber Dana : Dana Alokasi Umum (D A U),,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.1 ,Belanja Pegawai ,6400000.00,6400000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.1.01 ,Honorarium PNS ,6400000.00,6400000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,6400000.00,6400000.00,0.00,0,"honorarium panitia pelaksana kegiatan
pengarah5 bulan x 200.000,00 = 1.000.000,00
ketua tim5 bulan x 170.000,00 = 850.000,00
sekretaris tim5 bulan x 160.000,00 = 800.000,00
anggota tim25 bulan x 150.000,00 = 3.750.000,00
honorarium pengolahan data gakindesa150 orang x 0,00 = 0,00
kecamatan34 orang x 0,00 = 0,00
kabupaten5 orang x 0,00 = 0,00
honorarium entry by name gakinentry by name gakin40,321 kk x 0,00 = 0,00
pengolahan data anak gakin tidak sekolah22 orang x 0,00 = 0,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2 ,Belanja Barang dan Jasa ,464473375.00,464473375.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,6171000.00,6171000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5916000.00,5916000.00,0.00,0,"alat tulis kantor
HVS 70 GR FOLIO20 RIM x 37.600,00 = 752.000,00
CD RW100 buah x 7.500,00 = 750.000,00
catridge cannon6 buah x 275.000,00 = 1.650.000,00
tinta ecoject12 set x 72.000,00 = 864.000,00
hardisk2 buah x 800.000,00 = 1.600.000,00
Flasdisk3 buah x 100.000,00 = 300.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.01.04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",255000.00,255000.00,0.00,0,"belanja materai
materai 300025 buah x 3.000,00 = 75.000,00
materai 600030 buah x 6.000,00 = 180.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,33551850.00,33551850.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.06.01 ,Belanja Cetak ,0.00,0.00,0.00,0,"buku pedomanbuku pedoman pendataan115 buku x 0,00 = 0,00
cetak by name gakin51 eksemplar x 0,00 = 0,00
cetak petunjuk teknis pengisian form updating (lifleat)2,000 eksemplar x 0,00 = 0,00
formulir pendataan1 paket x 0,00 = 0,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,33551850.00,33551850.00,0.00,0,"foto copyJilid buku pedoman115 buku x 22.500,00 = 2.587.500,00
Foto copy by name gakin1 paket x 3.000.000,00 = 3.000.000,00
Foto copy juknis pengisian form updating (leaflet)2,000 exp x 1.500,00 = 3.000.000,00
Foto copy form R/II/KM-Btl/14 (lb.A)8,000 lembar x 450,00 = 3.600.000,00
Foto copy Form R/II/KM-Btl/14 (lb. B)8,000 lembar x 450,00 = 3.600.000,00
Form Rek.Dus.R/II/KM/14 (lb.A)2,000 lembar x 450,00 = 900.000,00
Form Rek.Dus.R/II/KM/14 (lb.B)2,000 lembar x 450,00 = 900.000,00
Form Rek.Des.R/II/KM/14 (lb.A)1,000 lembar x 450,00 = 450.000,00
Form Rek.Des.R/II/KM/14 (lb.B)1,000 lembar x 450,00 = 450.000,00
Form Rek.Kec.R/II/KM/14 (lb.A)150 lembar x 450,00 = 67.500,00
Form Rek.Kec.R/II/KM/14 (lb.B)150 lembar x 450,00 = 67.500,00
Form Rek.Kab.R/II/KM/14 (lb.A)20 lembar x 450,00 = 9.000,00
Form R/II/RM-Btl/14 (lb.A)13,200 lembar x 450,00 = 5.940.000,00
Form R/II/RM-Btl/14 (lb.B)13,200 lembar x 450,00 = 5.940.000,00
Form.Rek.Dus R/II/RM-Btl/14 (lb.A)1,500 lembar x 450,00 = 675.000,00
Form.Rek.Dus R/II/RM-Btl/14 (lb.B)2,000 lembar x 450,00 = 900.000,00
Form.Rek.Des R/II/RM-Btl/14 (lb.A)1,000 lembar x 450,00 = 450.000,00
Form.Rek.Des R/II/RM-Btl/14 (lb.B)1,000 lembar x 450,00 = 450.000,00
Form.Rek.Kec R/II/RM-Btl/14 (lb.A)150 lembar x 450,00 = 67.500,00
Form.Rek.Kec R/II/RM-Btl/14 (lb.B)150 lembar x 450,00 = 67.500,00
Form.Rek.Kab R/II/RM-Btl/14 (lb.A)20 lembar x 450,00 = 9.000,00
Form.Rek.Kab R/II/RM-Btl/14 (lb.B)20 lembar x 450,00 = 9.000,00
Form. Potensi1,500 lembar x 150,00 = 225.000,00
Form. Identifikasi anak tidak sekolah dari gakin1 paket x 187.350,00 = 187.350,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,1800000.00,1800000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,1800000.00,1800000.00,0.00,0,"sewa sarana mobilitas darat6 hari x 300.000,00 = 1.800.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,175410000.00,175410000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,175410000.00,175410000.00,0.00,0,"rapat persiapan, evaluasi, sosialisasi dan ekspose hasil
makan rapat persiapan dan evaluasi di kabupaten100 orang x 17.500,00 = 1.750.000,00
makan rapat sosialisasi tingkat kabupaten60 orang x 17.500,00 = 1.050.000,00
ekspose hasil tingkat kabupaten50 orang x 17.500,00 = 875.000,00
makan rapat sosialisasi tingkat desa2,058 orang x 7.500,00 = 15.435.000,00
makan rapat sosialisasi tingkat kec340 orang x 7.500,00 = 2.550.000,00
rapat uji publik hasil pendataantingkat dusun (20 or x933 dsn x Rp7500)18,660 orang x 7.500,00 = 139.950.000,00
tingkat desa (20 orx75 dsxRp 7500)1,500 orang x 7.500,00 = 11.250.000,00
tingkat kecamatan (20 orx17 kecxRp7500)340 orang x 7.500,00 = 2.550.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5980000.00,5980000.00,0.00,0,,,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5980000.00,5980000.00,0.00,0,"perjalanan dinas kabupaten ke kecamatan/desa (uji petik dan monitoring updating data pendataan)
Gol. IV54 oh x 50.000,00 = 2.700.000,00
Gol. III36 oh x 40.000,00 = 1.440.000,00
perjalanan dinas kabupaten ke provinsi (koordinasi dan konsultasi)
Gol. IV16 oh x 70.000,00 = 1.120.000,00
Gol.III12 oh x 60.000,00 = 720.000,00",,,,,,,,,,
1.23 . 1.11.01 . 15.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,241560525.00,241560525.00,0.00,0,,,,,,,,,,,
