Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,39404700,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,7460900,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,4700900,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 01 . 20 ,Belanja Peralatan Penunjang Pemeriksaan ,2760000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,3950000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 02 . 05 ,Belanja Bahan Kimia dan Pupuk ,50000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,3900000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,4000000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 03 . 23 ,Belanja Jasa Analisa/Pemeriksaan Laboratorium ,4000000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1183800,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,750000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,433800,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8580000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1080000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4500000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",3000000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,11830000,,
2. 1 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,9680000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,2150000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2400000,,
2.01 . 2.05.02 . 32 . 03 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2400000,,
2.01 . 2.05.02 . 32 . 04 ,Peningkatan Kualitas dan Kuantitas Hasil Olahan Peternakan ,8213300,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 1 ,Belanja Pegawai ,3675000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 1 . 01 ,Honorarium PNS ,2775000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,2775000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,900000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,900000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,4538300,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,480100,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,480100,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,88200,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,88200,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1275000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,375000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",900000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2245000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1385000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,860000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,450000,,
2.01 . 2.05.02 . 32 . 04 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,450000,,
2.05 . 2.05.02 . 35 ,Program Peningkatan Mutu dan Pemasaran Produk Perikanan ,201508925,,
2.05 . 2.05.02 . 35 . 01 ,Peningkatan Kualitas dan Kuantitas Hasil Olahan perikanan ,55874300,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,10920000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,8280000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,8280000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,2640000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,2640000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,44954300,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,6966800,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1466800,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 01 . 20 ,Belanja Peralatan Penunjang Pemeriksaan ,5500000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,14600000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 02 . 05 ,Belanja Bahan Kimia dan Pupuk ,11000000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,3600000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,540000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,90000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,450000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,517500,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,517500,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,960000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 10 . 01 ,Belanja Sewa Meja Kursi ,360000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,600000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7700000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2750000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",4950000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,7770000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,7770000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2450000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2450000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,3450000,,
2.05 . 2.05.02 . 35 . 01 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,3450000,,
2.05 . 2.05.02 . 35 . 03 ,Pengembangan Sarana Prasarana Pengolahan dan Pemasaran Hasil Perikanan,145634625,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 1 ,Belanja Pegawai ,5045000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 1 . 01 ,Honorarium PNS ,3845000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,3845000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,1200000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1200000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,140589625,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,643800,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,643800,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,2750000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,2750000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,172500,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,22500,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,150000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,239825,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,239825,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2500000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1250000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",1250000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2080000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2080000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,131003500,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,131003500,Peralatan Pengolahan dan Pemasaran Produk hasil  perikanan (DAK : 118.590.000 dan DAU : 11.859.000) utk  ": 1. Kel Sido Makmur  Patuk  Tirtorahayu  Galur" "Kompor gas tekanan tinggi  regulator  Tabung gas" "1 set x 2.000.000 00 = 2.000.000 00" Etalase "1 set x 3.000.000 00 = 3.000.000 00" Meja stailes "1 buah x 3.200.000 00 = 3.200.000 00" Hand sealer 30 cm "1 buah x 3.000.000 00 = 3.000.000 00" Conteiner Box Plastik (P800xL560xT440mm) "10 buah x 275.000 00 = 2.750.000 00" "2. Kel Biru Laut  Demangan  Demangrejo  Sentolo" Hand Sealer 30 cm "1 buah x 3.000.000 00 = 3.000.000 00" Presto "1 buah x 850.000 00 = 850.000 00" Wajan baja 80 cm "2 buah x 900.000 00 = 1.800.000 00" "Kompor gas tekanan tinggi  regulator  tabung gas" "1 set x 2.000.000 00 = 2.000.000 00" Conteiner Box Plastik (P800xL560xT440mm) "10 buah x 275.000 00 = 2.750.000 00" "3. Kel Salmon Krispi  Tejogan  Hargomulyo  Kokap" Grinder (penggiling daging) "1 unit x 5.000.000 00 = 5.000.000 00" Presto "1 buah x 850.000 00 = 850.000 00" Wajan baja 80 cm "1 buah x 900.000 00 = 900.000 00" Hand Sealer 30 cm "1 buah x 3.000.000 00 = 3.000.000 00" Timbangan digital "1 unit x 1.750.000 00 = 1.750.000 00" Knife "3 buah x 500.000 00 = 1.500.000 00" "4. Kel Mina Melati  Sungapan  Wahyuharjo  Lendah" Sepeda motor roda tiga untuk pemasaran "1 unit x 19.699.000 00 = 19.699.000 00" "5. Kel Kel Laras Ati  Degan I  Banjararum  Kalibawang" Wajan Baja 80 cm "4 buah x 900.000 00 = 3.600.000 00" "Kompor gas tekanan tinggi  regulator  Tabung gas" "3 set x 2.000.000 00 = 6.000.000 00" Timbangan digital "2 unit x 1.750.000 00 = 3.500.000 00" Chest freezer "1 buah x 5.000.000 00 = 5.000.000 00" Knife "5 buah x 350.000 00 = 1.750.000 00" "6. Kel Barokah Kujon Kidul  Kranggan  Galur" Timbangan digital "1 unit x 1.750.000 00 = 1.750.000 00" Chest freezer "1 buah x 4.000.000 00 = 4.000.000 00" Knife "10 buah x 350.000 00 = 3.500.000 00" Fish smoking cabinet "1 unit x 5.500.000 00 = 5.500.000 00" Conteiner Box Plastik (P800xL560xT440mm) "11 buah x 250.000 00 = 2.750.000 00" "7. Kel Sari Lele  Jati  Banaran  Galur" Timbangan digital "1 unit x 1.750.000 00 = 1.750.000 00" Chest freezer "1 buah x 4.000.000 00 = 4.000.000 00" Knife "10 buah x 350.000 00 = 3.500.000 00" Fish smoking cabinet "1 unit x 5.500.000 00 = 5.500.000 00" Conteiner Box Plastik (P800xL560xT440mm) "11 buah x 250.000 00 = 2.750.000 00" "8. Kel Carina Krispi  Sabrang  Giripurwo  Girimulyo" Timbangan digital "1 unit x 1.750.000 00 = 1.750.000 00" Chest freezer "1 buah x 4.000.000 00 = 4.000.000 00" Spiner "1 buah x 4.000.000 00 = 4.000.000 00" Wajan baja 80 cm "2 buah x 900.000 00 = 1.800.000 00" Kompor gas tekanan tinggi "1 set x 2.000.000 00 = 2.000.000 00" Grinder (penggiling daging) "1 unit x 5.000.000 00 = 5.000.000 00" ATK Pengadaan Kertas HVS 70 gram folio "1 rim x 45.000 00 = 45.000 00" Tinta refill printer "1 buah x 36.500 00 = 36.500 00" Fotocopy "200 lembar x 175 00 = 35.000 00" Jilid "2 ex x 6.500 00 = 13.000 00" Honor Pejabat pengadaan dan penerima barang Pejabat pengadaan "1 OB x 250.000 00 = 250.000 00" Pejabat penerima barang "1 OB x 175.000 00 = 175.000 00",
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1200000,,
2.05 . 2.05.02 . 35 . 03 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1200000,,
2.05 . 2.05.02 . 37 ,Program Pemberdayaan Masyarakat dalam Pengawasan dan Pengendalian Sumberdaya Perikanan dan Kelautan,160150000,,
2.05 . 2.05.02 . 37 . 01 ,Perlindungan dan Rehabilitasi Sumberdaya Perikanan ,160150000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 1 ,Belanja Pegawai ,22400000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,8870000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,8870000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,13530000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,13530000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,137750000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4638950,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,4638950,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,9175000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,75000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,700000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,8400000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1131050,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1131050,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,20360000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,12250000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",8110000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,6000000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 13 . 02 ,Belanja Pakaian Kerja Lapangan dan Atributnya ,6000000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,19445000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,4695000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,14750000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,68000000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,68000000,Restocking Perairan Umum (Ikan Nila) "Mina Galas  Embung Plarangan Purwoharjo Samigaluh" "8 000 ekor x 250 00 = 2.000.000 00" "Mina Girli  Serang  Sendang sari  Pengasih" "5 000 ekor x 250 00 = 1.250.000 00" "Bugel Peni  Sungai Peni  Bugel  Panjatan" "10 000 ekor x 250 00 = 2.500.000 00" "Lestari  Sungai Carik  Sindutan  Temon" "6 000 ekor x 250 00 = 1.500.000 00" "Bangun Mina Manunggal  Kali Papah  Ploso  Banguncipto  Sentolo" "8 000 ekor x 250 00 = 2.000.000 00" "Buana Jaya  Cek Dam Bibis  Waduk Sermo  Hargowilis  Kokap dan Kali Buko  Kalirejo  Kokap" "67 000 ekor x 250 00 = 16.750.000 00" "Ngudi Mulyo  Laguna  Glagah  Temon" "6 000 ekor x 250 00 = 1.500.000 00" "Bogowonto  Jangkaran  Temon" "8 000 ekor x 250 00 = 2.000.000 00" "Mina Makmur  Banyuroto  Nanggulan" "8 000 ekor x 250 00 = 2.000.000 00" "Hermika  Bendung Kayangan  Pendoworejo  Girimulyo" "5 000 ekor x 250 00 = 1.250.000 00" "Tani Maju  Banaran  Galur" "8 000 ekor x 250 00 = 2.000.000 00" "Duta Baruna  Ngestiharjo  Wates" "8 000 ekor x 250 00 = 2.000.000 00" "Mamrih Subur  Klajoran  Banjaroyo  Kali Bawang" "8 000 ekor x 250 00 = 2.000.000 00" "Ngudi Makmur   Cek damKwaraan  Sidorejo  Lendah" "5 000 ekor x 250 00 = 1.250.000 00" Penanaman mangrove dan tanaman cemara laut "Ngudi Makmur V  Pasir Nglawang  Jangkaran  temon" "8 000 batang x 3.500 00 = 28.000.000 00",
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,9000000,,
2.05 . 2.05.02 . 37 . 01 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,9000000,,
,SURPLUS / (DEFISIT) ,-16208741216,,
