Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 16.87 . 5.2.2.23.01 ,Belanja Barang yang akan diserahkan kepada Masyarakat,0,5421586300,5421586300,0,"Upah Pekerja Pembuatan Mebeler
Perpustakaan (Luncuran 2012)
SD Muhammadiyah Karang Tengah Imogiri 1 ruang x 5.000.000,00 = 5.000.000,00
SD Muhammadiyah Karangploso Piyungan 1 ruang x 5.000.000,00 = 5.000.000,00
SD Muhammadiyah Blawong Jetis 1 ruang x 5.000.000,00 = 5.000.000,00
SD Muhammadiyah Tegalayang I Pandak 1 ruang x 5.000.000,00 = 5.000.000,00
SD IT As Salam Sanden 1 ruang x 5.000.000,00 = 5.000.000,00
SD Unggulan Aisyiyah Bantul 1 ruang x 5.000.000,00 = 5.000.000,00
SD IT Ar Raihan Bantul 1 ruang x 5.000.000,00 = 5.000.000,00
Upah Pekerja Rehab Ruang Kelas (Luncuran 2012)
SD Muhammadiyah Gerso Srandakan 3 ruang x 22.200.000,00 = 66.600.000,00
SD IT Insan Utama Kasihan 2 ruang x 22.200.000,00 = 44.400.000,00
SD IK Muhammadiyah Kembaran Kasihan 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Senggotan Kasihan 4 ruang x 22.200.000,00 = 88.800.000,00
SD Muhammadiyah Kadisoro II Pandak 2 ruang x 22.200.000,00 = 44.400.000,00
SD Unggulan Muhammadiyah Kretek 4 ruang x 22.200.000,00 = 88.800.000,00
SD Kanisius Sorowajan Banguntapan 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Karangbendo Banguntapan 3 ruang x 22.200.000,00 = 66.600.000,00
SD Qurrota Ayyun Banguntapan 2 ruang x 22.200.000,00 = 44.400.000,00
SD Muhammadiyah Karangturi Banguntapan 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Pendowoharjo Sewon 2 ruang x 22.200.000,00 = 44.400.000,00
SD Muhammadiyah Pandeyan Sewon 2 ruang x 22.200.000,00 = 44.400.000,00
SD Kanusius Ganjuran Bambanglipuro 2 ruang x 22.200.000,00 = 44.400.000,00
SD Kanisius Kanutan Bambanglipuro 2 ruang x 22.200.000,00 = 44.400.000,00
SD Muhammadiyah Sumbermulyo Bambanglipuro 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Wonorejo Sanden 2 ruang x 22.200.000,00 = 44.400.000,00
SD Muhammadiyah Trisigan Sanden 3 ruang x 22.200.000,00 = 66.600.000,00
SD Pangudi Luhur Sedayu 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Kalipakem I Pundong 3 ruang x 22.200.000,00 = 66.600.000,00
SD Muhammadiyah Geger Pundong 2 ruang x 22.200.000,00 = 44.400.000,00
Upah Pekerja Pembuatan Gedung Perpustakaan(Luncuran 2012)
SD Muh.Karangtengah, Imogiri 1 ruang x 35.700.000,00 = 35.700.000,00
SD Muh.Karangploso, Piyungan1 ruang x 35.700.000,00 = 35.700.000,00
SD Muh.Blawong 2, Jetis 1 ruang x 35.700.000,00 = 35.700.000,00
SD Muh. Tegalayang 1, Pandak 1 ruang x 35.700.000,00 = 35.700.000,00
SD IT As-Salam, sanden 1 ruang x 35.700.000,00 = 35.700.000,00
SD U Aisyiyah, Bantul 1 ruang x 35.700.000,00 = 35.700.000,00
SD IT Ar-Raihan, Bantul 1 ruang x 35.700.000,00 = 35.700.000,00
Belanja Bahan Baku Pembuatan Mebeler Ruang Perpustakaan (Luncuran 2012)
SD Muh. Karangtengah, Imogiri 1 ruang x 7.650.000,00 = 7.650.000,00
SD Muh. Karangploso, Piyungan 1 ruang x 7.650.000,00 = 7.650.000,00
SD Muh. Blawong 2, Jetis 1 ruang x 7.650.000,00 = 7.650.000,00
SD Muh. Tegalayang 1, Pandak 1 ruang x 7.650.000,00 = 7.650.000,00
SD IT As-Salam, Sanden 1 ruang x 7.650.000,00 = 7.650.000,00
SD U Aisyiyah, Bantul 1 ruang x 7.650.000,00 = 7.650.000,00
SD IT Ar-Raihan, Bantul 1 ruang x 7.650.000,00 = 7.650.000,00
Belanja Bahan Baku Bangunan Rehab Ruang Kelas (Luncuran 2012)
SD Muh. Gerso, Srandakan 3 ruang x 47.182.350,00 = 141.547.050,00
SD IT Insan Utama, Kasihan 2 ruang x 47.182.350,00 = 94.364.700,00
SD IK Muh. Kembaran, Kasihan 3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Senggotn, Kasihan 4 ruang x 47.182.350,00 = 188.729.400,00
SD Muh. Kadisoro 2, Pandak 2 ruang x 47.182.350,00 = 94.364.700,00
SD U Muh. Kretek, Kretek 4 ruang x 47.182.350,00 = 188.729.400,00
SD Kanisius Sorowajan, Banguntpan 3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Karangbendo, Banguntapan 3 ruang x 47.182.350,00 = 141.547.050,00
SD Qurrota A'yun, Banguntapan 2 ruang x 47.182.350,00 = 94.364.700,00
SD Muh. Karangturi, Banguntapan3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Pendowoharjo, Sewon 2 ruang x 47.182.350,00 = 94.364.700,00
SD Muh. Pandeyan, Sewon 2 ruang x 47.182.350,00 = 94.364.700,00
SD Kanisius Ganjuran, Bambanglipuro 2 ruang x 47.182.350,00 = 94.364.700,00
SD Kanisius Kanutan, Bambanglipuro 2 ruang x 47.182.350,00 = 94.364.700,00
SD Muh. Sumbermulyo, Bambanglipuro 3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Wonorejo, Sanden 2 ruang x 47.182.350,00 = 94.364.700,00
SD Muh. Trisigan, Sanden 3 ruang x 47.182.350,00 = 141.547.050,00
SD Pangudi Luhur, Sedayu 3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Kalipakem I, Pundong 3 ruang x 47.182.350,00 = 141.547.050,00
SD Muh. Geger, Pundong 2 ruang x 47.182.350,00 = 94.364.700,00
Belanja Bahan Baku Bangunan Gedung Perpustakaan (Luncuran 2012)
SD Muh. Karangtengah, Imogiri 1 ruang x 66.300.000,00 = 66.300.000,00
SD Muh. Karangploso, Piyungan 1 ruang x 66.300.000,00 = 66.300.000,00
SD Muh. Blawong 2, Jetis 1 ruang x 66.300.000,00 = 66.300.000,00
SD Muh. Tegalayang 1, Pandak 1 ruang x 66.300.000,00 = 66.300.000,00
SD IT As-Salam, Sanden 1 ruang x 66.300.000,00 = 66.300.000,00
SD U Aisyiyah, Bantul 1 ruang x 66.300.000,00 = 66.300.000,00
SD IT Ar-Raihan, BAntul 1 ruang x 66.300.000,00 = 66.300.000,00
Belanja Buku 9 Mata Pelajaran Kur 2013 Sekolah Swasta (76 sekolah)
72,269 eks x 10.750,00 = 776.891.750,00
SD Muh. Kalinampu I Pundong
SD Muh. Kalipakem III Pundong
SD Muh. Kalipakem I Pundong
SD Muh. Kalipakem II Pundong
SD Bopkri Pranti I Pundong
SD Bopkri Pranti II Pundong
SD Muh Kalinampu II Pundong
SD Muh Geger Pundong
SD Unggulan Muh Kretek
SD IT Ar Rahmah Kretek
SD Muh Wonorejo Sanden
SD Muh Trisigan Sanden
SD IT As Salam Sanden
SD Muh Wonokromo I Pleret
SD Muh Wonokromo II Pleret
SD Muh Pandes Pleret
SD Muh Bojong Pleret
SD Muh Pulokadang Jetis
SD Muh Blawong I Jetis
SD Muh Blawong II Jetis
SD IT Salsabila Jetis
SD Muh Karangtengah Imogiri
SD Muh Karangploso Piyungan
SD Muh Gunturgeni Srandakan
SD Muh Gerso Srandakan
SD Muh Sambeng Srandakan
SD Muh Babakan Srandakan
SD Muh Bendo Srandakan
SD Muh Kalakijo Pajangan
SD Muh Senggotan Kasihan
SD Muh Ambarbinangun Kasihan
SD Muh Mrisi Kasihan
SD Muh Tamantirto Kasihan
SD Kanisius Jomegatan Kasihan
SD Kanisius Kembaran Kasihan
SD IT Insan Utama Kasihan
SD Muh IK Kembaran Kasihan
SD Mutiara Persada Kasihan
SD Kanisius Bantul
SD Kanisius Manding Bantul
SD Muh Pepe Bantul
SD Muh Serut Bantul
SD Muh Bantul Kota
SD IT Samawi Bantul
SD IT Ar Raihan Bantul
SD Unggulan Aisyiyah Bantul
SD Muh Banguntapan
SD Kasnisius Sorowajan Banguntapan
SD Muh Bodon Banguntapan
SD muh Karangturi Banguntapan
SD Muh Mertosanan Banguntapan
SD Muh Karangbendo Banguntapan
SD Muh Kalangan Banguntapan
SD Qurrota Ayyun Banguntapan
SD IT Salsabila Al Mutti'in Banguntapan
SD IT Salsabila III Banguntapan
SD IT Lukman Hakim Internasional Banguntapan
SD Muh Kadisoro I Pandak
SD Muh Kadisoro II Pandak
SD Muh Tegalayang I Pandak
SD Muh Tegalayang II Pandak
SD Kanisius Pijenan Pandak
SD Muh Pendowoharjo Sewon
SD Muh Karangkajen IV Sewon
SD Muh Pandeyan Sewon
SD Al Amin Sinar Putih Sewon
SD IT Baik Sewon
SD Pangudi Luhur Sedayu
SD Muh Argosari Sedayu
SD Budi Mulia Dua Sedayu
SD Muh Dukuh Widaran Bambanglipuro
SD Muh Mulyodadi Bambanglipuro
SD Muh Sumbermulyo Bambanglipuro
SD Kanisius Ganjuran Bambanglipuro
SD Kanisius Kanutan Bambanglipuro
SD Muh Jogodayoh Bambanglipuro
Belanja Buku Pegangan Guru 9 Mapel Kur 2013 Sekolah Swasta (76 Sekolah)
8,244 eks x 20.000,00 = 164.880.000,00
SD Muh Kalinampu I Pundong
SD Muh Kalipakem III Pundong
SD Muh Kalipakem I Pundong
SD Muh Kalipakem II Pundong
SD Bopkri Pranti I Pundong
SD Bopkri Pranti II Pundong
SD Muh Kalinampu II Pundong
SD Muh Geger Pundong
SD IT Ar Rahmah Kretek
SD Unggulan Muh Kretek
SD Muh Wonorejo Sanden
SD Muh Trisigan Sanden
SD IT As Salam Sanden
SD Muh Wonokromo I Pleret
SD Muh Wonokromo II Pleret
SD Muh Pandes Pleret
SD Muh Bojong Pleret
SD Muh Pulokadang Jetis
SD Muh Blawong I Jetis
SD Muh Blawong II Jetis
SD IT Salsabila Jetis
SD Muh Karangtengah Imogiri
SD Muh Karangploso Piyungan
SD Muh Gunturgeni Srandakan
SD Muh Gerso Srandakan
SD Muh Sambeng Srandakan
SD Muh Babakan Srandakan
SD Muh Bendo Srandakan
SD Muh Kalakijo Pajangan
SD Muh Senggotan Kasihan
SD Muh Ambarbinangun Kasihan
SD Muh Mrisi Kasihan
SD Muh Tamantirto Kasihan
SD Kanisius Jomegatan Kasihan
SD Kanisius Kembaran Kasihan
SD IT Insan Utama Kasihan
SD Muh IK Kembaran Kasihan
SD Mutiara Persada Kasihan
SD Kanisius Bantul
SD Kanisius Manding Bantul
SD Muh Pepe Bantul
SD Muh Serut Bantul
SD Muh Bantul Kota
SD IT Samawi Bantul
SD IT Ar Raihan Bantul
SD Unggulan Aisyiyah Bantul
SD Muh Banguntapan
SD Kanisius Sorowajan Banguntapan
SD Muh Bodon Banguntapan
SD Muh Karangturi Banguntapan
SD Muh Mertosanan Banguntapan
SD Muh Karangbendo Banguntapan
SD Muh Kalangan Banguntapan
SD Qurrata Ayyun Banguntapan
SD IT Salsabila Al Mutthi'in Banguntapan
SD IT Salsabila 3 Banguntapan
SD IT Lukman Hakim Internasional Banguntapan
SD Muh KAdisoro I Pandak
SD Muh Kadisoro II Pandak
SD Muh Tegalayang I Pandak
SD Muh Tegalayang II Pandak
SD Kanisius Pijenan Pandak
SD Muh Pendowoharjo Sewon
SD Muh Karangkajen IV Sewon
SD Muh Pandeyan Sewon
SD Al Amin Sinar Putih Sewon
SD IT Baik Sewon
SD Pangudi Luhur Sedayu
SD Muh Argosari Sedayu
SD Budi Mulia Dua Sedayu
SD Muh Dukuh Widaran Bambanglipuro
SD Muh Mulyodadi Bambanglipuro
SD Muh Sumbermulyo Bambanglipuro
SD Kanisius Ganjuran Bambanglipuro
SD Kanisius Kanutan Bambanglipuro
SD Muh Jogodayoh Bambanglipuro"
1.01 . 1.01.01 . 16.87 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,6000000,6000000,0,0,
1.01 . 1.01.01 . 16.87 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,6000000,6000000,0,0,"Narasumber
HR Narasumber Sosialisasi30 jpl x 200.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 16.87 . 5.2.3 ,Belanja Modal ,6127636200,8688206500,2560570300,41.79,
1.01 . 1.01.01 . 16.87 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,1619038600,1614455000,-4583600,-0.28,
1.01 . 1.01.01 . 16.87 . 5.2.3.11.68 ,Belanja modal pengadaan alat peraga pendidikan ,1619038600,1614455000,-4583600,-0.28,"Pengadaan Alat Peraga  Pendidikan
Pengadaan Alat Peraga Pendidikan SDPeralatan Pendidikan Matematika29 paket x 10.430.000,00 = 302.470.000,00
Peralatan Pendidikan IPA 29 paket x 8.850.000,00 = 256.650.000,00
Peralatan Pendidikan IPS 29 paket x 6.400.000,00 = 185.600.000,00
Peralatan Pendidikan Bahasa 29 paket x 11.240.000,00 = 25.960.000,00
Peralatan Pendidikan Jasmani, Olah Raga dan Kesehatan 29 paket x 14.700.000,00 = 426.300.000,00
Peralatan Pendidikan Seni Budaya dan Keterampilan 29 paket x 3.750.000,00 = 108.750.000,00
HR Panitia ULP 1 bjj x 3.225.000,00 = 3.225.000,00
HR Tim Pemeriksa/penerima barang 1 bjj x 2.750.000,00 = 2.750.000,00
HR Tim Teknis Alat Peraga 1 bjj x 2.750.000,00 = 2.750.000,00"
1.01 . 1.01.01 . 16.87 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,0,195000000,195000000,0,
1.01 . 1.01.01 . 16.87 . 5.2.3.13.12 ,Belanja modal pengadaan meubelair ruang perpustakaan,0,195000000,195000000,0,"Belanja Modal Pengadaan Mebeler Ruang Perpustakaan
Upah Pekerja Pembuatan Mebeler Perpustakaan15 ruang x 3.000.000,00 = 45.000.000,00
Belanja bahan baku mebeler perpustakaan15 ruang x 10.000.000,00 = 150.000.000,00"
1.01 . 1.01.01 . 16.87 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,0,2588880000,2588880000,0,
1.01 . 1.01.01 . 16.87 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,0,2588880000,2588880000,0,"Belanja Modal Pengadaan Konstruksi/Pembelian Gedung PendidikanUpah Pekerja Rehab Ruang Kelas23 ruang x 13.000.000,00 = 299.000.000,00
Upah Pekerja Pembuatan Gedung Perpustakaan15 ruang x 29.500.000,00 = 442.500.000,00
Belanja Bahan Bangunan Rehab23 ruang x 29.000.000,00 = 667.000.000,00
Belanja Bahan Baku Bangunan Gedung Perpustakaan15 ruang x 68.692.000,00 = 1.030.380.000,00
Jasa Konsultan Perencana1 LS x 100.000.000,00 = 100.000.000,00
Jasa Konsultasi Pengawasan1 LS x 50.000.000,00 = 50.000.000,00"
1.01 . 1.01.01 . 16.87 . 5.2.3.27 ,Belanja Modal Pengadaan Buku/Kepustakaan ,4508597600,4289871500,-218726100,-4.85,
1.01 . 1.01.01 . 16.87 . 5.2.3.27.26 ,Belanja modal buku perpustakaan ,4508597600,4289871500,-218726100,-4.85,"Belanja Buku Perpustakaan
Belanja Modal Buku 9 Mata Pelajaran Kur 2013366,142 eks x 10.750,00 = 3.936.026.500,00
HR Tim Pengadaan1 bjj x 3.575.000,00 = 3.575.000,00
HR Tim Teknis Buku1 bjj x 3.000.000,00 = 3.000.000,00
HR Tim Penerima1 bjj x 2.750.000,00 = 2.750.000,00
Belanja Modal Buku Pegangan Guru 9 Mapel Kur 201317,226 eks x 20.000,00 = 344.520.000,00"
1.01 . 1.01.01 . 16.89 ,Pengembangan Pendidikan Dasar Berbasis Hak-hak Anak dan Kearifan Lokal (Block Grant dan SDM Produk),279550000,279550000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.89 . 5.2.1 ,Belanja Pegawai ,8820000,8820000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.1.01 ,Honorarium PNS ,7220000,7220000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7220000,7220000,0,0,"Honor panitia/ timLomba Karawitan1 bjj x 240.000,00 = 240.000,00
Lomba PTS1 bjj x 1.570.000,00 = 1.570.000,00
Pembuatan buku Macapat1 bjj x 1.570.000,00 = 1.570.000,00
Lomba Sesorah1 bjj x 1.570.000,00 = 1.570.000,00
Bimtek Implementasi Kurikulum 20131 bjj x 2.270.000,00 = 2.270.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.1.02 ,Honorarium Non PNS ,1600000,1600000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,1600000,1600000,0,0,"HR Pegawai HonorerKeamanan Lomba KArawitan1 ls x 600.000,00 = 600.000,00
Kebersihan Lomba KArawitan1 ls x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2 ,Belanja Barang dan Jasa ,270730000,270730000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,32750000,32750000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,32750000,32750000,0,0,"Belanja ATKLomba Karawitan1 ls x 5.000.000,00 = 5.000.000,00
Lomba PTS1 ls x 5.000.000,00 = 5.000.000,00
Buku Sekar Macapat1 ls x 4.500.000,00 = 4.500.000,00
PAnitia Penulisan Sekar Macapat1 ls x 5.000.000,00 = 5.000.000,00
Lomba Sesorah1 ls x 4.500.000,00 = 4.500.000,00
Peserta Bimtek Kurikulum 20131 ls x 4.750.000,00 = 4.750.000,00
PAnitia Bimtek Kurikulum 20131 ls x 4.000.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.02 ,Belanja Bahan/Material ,5400000,5400000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.02.07 ,Belanja Cindera Mata ,5400000,5400000,0,0,"PialaLomba Karawitan18 buah x 150.000,00 = 2.700.000,00
LOmba PTS6 buah x 150.000,00 = 900.000,00
Lomba Sesorah12 buah x 150.000,00 = 1.800.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.03 ,Belanja Jasa Kantor ,22000000,22000000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.03.13 ,Belanja Dokumentasi ,15000000,15000000,0,0,"DokumentasiLomba Karawitan1 pkt x 4.000.000,00 = 4.000.000,00
Lomba PTS1 pkt x 3.000.000,00 = 3.000.000,00
Pembuatan buku macapat1 pkt x 1.000.000,00 = 1.000.000,00
Lomba Sesorah1 pkt x 2.000.000,00 = 2.000.000,00
Bimtek Implementasi kurikulum 20131 pkt x 2.000.000,00 = 2.000.000,00
Scan foto Pembuatan buku macapat1 pkt x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.03.14 ,Belanja Dekorasi ,3000000,3000000,0,0,"Belanja DekorasiLomba Karawitan2 paket x 750.000,00 = 1.500.000,00
Lomba PTS1 paket x 500.000,00 = 500.000,00
Bimtek Implementasi Kurikulum 20131 paket x 500.000,00 = 500.000,00
Lomba Sesorah1 paket x 500.000,00 = 500.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.03.15 ,Belanja Publikasi ,4000000,4000000,0,0,"Belanja Publikasi
Publikasi media cetak lomba karawitan siswa dan guru1 ls x 2.000.000,00 = 2.000.000,00
Publikasi media cetak lomba Sesorah1 ls x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,22430000,22430000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.06.01 ,Belanja Cetak ,19650000,19650000,0,0,"CetakPiagam Lomba Karawitan400 lb x 5.000,00 = 2.000.000,00
Piagam Lomba PTS30 lb x 5.000,00 = 150.000,00
Piagam Panitia dan Penulis Buku Macapat50 lb x 5.000,00 = 250.000,00
Buku Sekar Macapat1 ls x 15.000.000,00 = 15.000.000,00
Piagam Lomba Sesorah50 lb x 5.000,00 = 250.000,00
Piagam Implementasi Kurikulum 2013400 lb x 5.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2780000,2780000,0,0,"PenggandaanMAteri Bimtek Implementasi Kurikulum 20131 ls x 2.780.000,00 = 2.780.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,750000,750000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,750000,750000,0,0,"Lomba Sesorah1 hr x 750.000,00 = 750.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4250000,4250000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4250000,4250000,0,0,"Bimtek Implementasi Kurikulum 2013Sewa Mobil17 hr x 250.000,00 = 4.250.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,10400000,10400000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,5700000,5700000,0,0,"Sewa meja dan taplak untuk lomba
Sewa meja dan taplak untuk lomba karawitan siswa dan guru 3 hari
300 buah x 5.000,00 = 1.500.000,00
Sewa Kursi lomba Karawitan
1,800 buah x 2.000,00 = 3.600.000,00
Sewa Meja dan Taplak lomba PTS
20 buah x 5.000,00 = 100.000,00
Sewa Kursi Lomba PTS
100 buah x 2.000,00 = 200.000,00
Sewa Meja dan Taplak lomba Sesorah
20 bh x 5.000,00 = 100.000,00
Sewa Kursi Lomba Sesorah
100 bh x 2.000,00 = 200.000,00
Sewa kursi untuk lomba
 Lomba penelitian tindakan kelas / sekolah pelaksana P2D berbaisi kearifan lokal dan hak- hak anak
100 buah x 0,00 = 0,00
Untuk festival kearifan lokal untuk anak SD
600 buah x 0,00 = 0,00
Sewa kursi untuk lomba karawitan siswa dan guru 3 hari
1,800 buah x 0,00 = 0,00
Sewa kursi untuk lomba sendratari
1,800 buah x 0,00 = 0,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.10.07 ,Belanja Sewa Sound System ,4700000,4700000,0,0,"Lomba Karawitan3 hr x 750.000,00 = 2.250.000,00
Lomba Sesorah1 hr x 750.000,00 = 750.000,00
Bimtek Implementasi Kurikulum 201317 hr x 100.000,00 = 1.700.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,32400000,32400000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,8100000,8100000,0,0,"Karawitan Siswa dan Guru
Makan minum Rakor lomba karawitan siswa dan guru
100 orang x 17.500,00 = 1.750.000,00
Snack dan minum rakor lomba kerawitan siswa dan guru
100 orang x 5.000,00 = 500.000,00
Lomba PTS
MAkan minum RakorPTS
50 oh x 17.500,00 = 875.000,00
Snack dan minum Rakor Lomba PTS
50 oh x 5.000,00 = 250.000,00
Makan Minum Rakor Pembuatan Buku Macapat
50 oh x 17.500,00 = 875.000,00
Snack minum rakor Pembuatan buku Macapat
50 oh x 5.000,00 = 250.000,00
MAkan minum Rakor Bimtek Implementasi Kurikulum 2013
100 oh x 17.500,00 = 1.750.000,00
Snack minum Rakor Bimtek Implementasi Kurikulum 2013
100 oh x 5.000,00 = 500.000,00
MAkan minum Rakor Lomba Sesorah
60 oh x 17.500,00 = 1.050.000,00
Minum Snack Rakor Lomba Sesorah
60 oh x 5.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,24300000,24300000,0,0,"MMK
Lomba Karawitan
400 org x 17.500,00 = 7.000.000,00
Snack minum Karawitan
400 org x 5.000,00 = 2.000.000,00
Lomba PTS
100 org x 17.500,00 = 1.750.000,00
Snack minum Lomba PTS
100 org x 5.000,00 = 500.000,00
Pembuatan Buku Macapat
100 org x 17.500,00 = 1.750.000,00
Minum Snack Pembuatan buku Macapat
100 org x 5.000,00 = 500.000,00
Lomba Sesorah
80 org x 17.500,00 = 1.400.000,00
Snack minum lomba Sesorah
80 oh x 5.000,00 = 400.000,00
Bimtek implementasi Kurikulum 2013
400 oh x 17.500,00 = 7.000.000,00
Snack minum Implementasi kurikulum 2013
400 oh x 5.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,87100000,87100000,0,0,
1.01 . 1.01.01 . 16.89 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,63100000,63100000,0,0,"HR Yuri
Lomba Karawitan
1 bjj x 6.000.000,00 = 6.000.000,00
Moderator Lomba Karawitan
4 oh x 200.000,00 = 800.000,00
NArasumber KArawitan
1 jpl x 800.000,00 = 800.000,00
Lomba PTS
1 bjj x 10.000.000,00 = 10.000.000,00
Narasumber lomba
2 jpl x 800.000,00 = 1.600.000,00
tim Penulis Buku Macapat
1 bjj x 10.000.000,00 = 10.000.000,00
Tim Editing Buku Macapat
2 org x 500.000,00 = 1.000.000,00
Ilustrator Buku MAcapat
6 ok x 1.000.000,00 = 6.000.000,00
Yuri Sesorah
1 bjj x 6.000.000,00 = 6.000.000,00
Narasumber Lomba Sesorah
2 jpl x 800.000,00 = 1.600.000,00
Narasumber lokal Bimtek Implementasi kurikulum 2013
1 bjj x 8.500.000,00 = 8.500.000,00
Narasumber Diseminasi Bimtek Implementasi kurikulum 2013
1 bjj x 800.000,00 = 800.000,00
Narasumber Bimtek Implementasi kurikulum 2013
1 bjj x 5.100.000,00 = 5.100.000,00
Narasumber Bimtek Implementasi Kearifan Lokal kurikulum 2013
17 oh x 200.000,00 = 3.400.000,00
Tim Designer Buku Macapat
1 bjj x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,24000000,24000000,0,0,"HR Peserta
Uang saku peserta lomba PTS1 ls x 6.000.000,00 = 6.000.000,00
Uang saku peserta Bimtek Implementasi Kurikulum 2013400 org x 45.000,00 = 18.000.000,00"
1.01 . 1.01.01 . 16.89 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,53250000,53250000,0,0,
