Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,550000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,550000," APBD
PenggandaanFotokopi3,000 lembar x 150,00 = 450.000,00
Laporan kegiatan4 eks x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,15390000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,3420000," APBD
Makan minum rapat
Makan minum rapat evaluasi120 om x 28.500,00 = 3.420.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,11970000," APBD

Makan minum kegiatan
Makan minum pelaksanaan kegiatan420 om x 28.500,00 = 11.970.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,3780000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,3780000," APBD
Dalam rangka koordinasi/konsultasi ke DIY
Golongan IV2 op x 70.000,00 = 140.000,00
Golongan III6 op x 60.000,00 = 360.000,00
Golongan II2 op x 50.000,00 = 100.000,00
Dalam rangka evaluasi kelompok
Golongan IV21 op x 50.000,00 = 1.050.000,00
Golongan III42 op x 40.000,00 = 1.680.000,00
Golongan II15 op x 30.000,00 = 450.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",900000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 35 . 02 , Jasa Yuri Perlombaan/Pelatih ,900000," APBD

Honor Tim Yuri
Tim Yuri evaluasi pokdakan6 ok x 100.000,00 = 600.000,00
Tim Yuri evaluasi UPR3 ok x 100.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 37 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,33000000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 37 . 01 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,33000000," APBD
Uang pembinaan untuk pokdakan dan UPR
Juara I3 paket x 5.000.000,00 = 15.000.000,00
Juara II3 paket x 3.500.000,00 = 10.500.000,00
Juara III3 paket x 2.500.000,00 = 7.500.000,00",
2.05 . 2.05.01 . 20 . 09 , Pengawasan Penyakit Ikan ,46500000," Sumber Dana : APBD
Lokasi Kegiatan : 17 kec
Keluaran : terlaksana sosialisasi penyakit ikan
Target: 50 orang",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 1 , Belanja Pegawai ,5100000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 1 . 01 , Honorarium PNS ,5100000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,5100000," APBD
Tim Pengawasan Penyakit Ikan
Ketua8 ob x 160.000,00 = 1.280.000,00
Sekretaris8 ob x 150.000,00 = 1.200.000,00
Anggota16 ob x 140.000,00 = 2.240.000,00
Panitia Workshop/Lokakarya/Temu Teknis
Ketua1 oh x 90.000,00 = 90.000,00
Sekretaris1 oh x 80.000,00 = 80.000,00
Anggota3 oh x 70.000,00 = 210.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 , Belanja Barang dan Jasa ,41400000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1545000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1545000," APBD
ATK Kegiatan
ATK Workshop/Lokakarya/Temu teknis50 paket x 20.000,00 = 1.000.000,00
ATK Penyelenggara (Kertas HVS, Map, Amplop, Ballpoint,Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 545.000,00 = 545.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,10300000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 02 . 04 , Belanja Bahan Obat-Obatan ,7000000," APBD
Belanja obat ikanObat ikan1 paket x 7.000.000,00 = 7.000.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,3300000," APBD
Belanja Perlengkapan KegiatanPlastik, tabung dll untuk pengambilan sampel1 paket x 150.000,00 = 150.000,00
Atribut peserta workshop/lokakarya/temu teknis63 paket x 50.000,00 = 3.150.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,4300000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,300000," APBD
Belanja Publikasi KegiatanSpanduk1 unit x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 03 . 16 , Belanja Analisa Laboratorium ,4000000," APBD
Belanja Analisa LaboratoriumAnalisa Laboratorium1 LS x 4.000.000,00 = 4.000.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,3225000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,3225000," APBD
Biaya Penggandaan KegiatanFotokopi4,000 lembar x 150,00 = 600.000,00
Laporan dan jilid5 eks x 25.000,00 = 125.000,00
leaflet/buku panduan pengendalian penyakit1 LS x 2.500.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,750000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,750000," APBD
Belanja sewa gedung/kantor/tempat
Sewa tempat1 hari x 750.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,5780000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,750000," APBD
Belanja Snack, makan dan minum rapatKonsumsi rapat30 om x 25.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5030000," APBD
Belanja makan dan minum pelaksanaan kegiatanKonsumsi Workshop/Lokakarya/Temu teknis63 om x 60.000,00 = 3.780.000,00
Konsumsi kegiatan50 om x 25.000,00 = 1.250.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,6000000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,400000," APBD
Dalam rangka pengiriman sampel dan pengambilan hasil8 op x 50.000,00 = 400.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,5600000," APBD
Dalam rangka kursus/pelatihan2 op x 2.800.000,00 = 5.600.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 17 ," Belanja kursus, pelatihan, sosialisasi dan bimbingan teknis PNS ",5000000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 17 . 01 , Belanja Kursus-Kursus Singkat/Pelatihan ,5000000," APBD
Belanja kursus-kursus singkat/pelatihanKursus-kursus singkat/Pelatihan2 orang x 2.500.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4500000,,
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3000000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber Workshop/Lokakarya/Temu Teknis8 jpl x 250.000,00 = 2.000.000,00
Moderator8 jpl x 125.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 09 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honorarium HarianUang Saku Peserta Workshop/Lokakarya/Temu teknis50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 10 , Pelatihan Budidaya dan Pembenihan ,2590798933," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksana pelatihan budidaya dan pembenihan
Target: 1.320 orang",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 1 , Belanja Pegawai ,26020000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 1 . 01 , Honorarium PNS ,26020000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,16720000,"Honor panitia pelatihan
Ketua33 ok x 90.000,00 = 2.970.000,00
Sekretaris33 ok x 80.000,00 = 2.640.000,00
Anggota70,000 ok x 99,00 = 6.930.000,00
Honor panitia studi bandingKetua11 ok x 90.000,00 = 990.000,00
Sekretaris11 ok x 80.000,00 = 880.000,00
Anggota33 ok x 70.000,00 = 2.310.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 1 . 01 . 02 , Honorarium Tim Pengadaan Barang Dan Jasa ,9300000," APBD
Honor PPKHonor PPK Pengadaan ATK dan atribut pelatihan1 o/p x 350.000,00 = 350.000,00
Honor PPK Pengadaan/Sewa Sarana mobilitas darat dan konsumsi pelatihan1 o/p x 350.000,00 = 350.000,00
Honor PPK Pengadaan Sarana Prasarana Budidaya2 o/p x 575.000,00 = 1.150.000,00
Honor pejabat pengadaan barang/jasa ATK dan atribut pelatihanPejabat Pengadaan ATK dan atribut pelatihan1 o/p x 300.000,00 = 300.000,00
Honor panitia pemeriksa/penerima ATK dan atribut pelatihanAnggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Honor panitia pemeriksa/penerima sarana mobilitas dan konsumsi pelatihanAnggota1 o/p x 150.000,00 = 150.000,00
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Honor panitia pengadaan barang/jasa Sarana dan Prasarana budidayaAnggota2 o/p x 325.000,00 = 650.000,00
Ketua2 o/p x 375.000,00 = 750.000,00
Sekretaris2 o/p x 350.000,00 = 700.000,00
Honor pejabat pengadaan barang/jasa Sewa Sarana Mobilitas dan Konsumsi Pelatihan
Pejabat Pengadaan/Sewa sarana mobilitas dan konsumsi pelatihan1 o/p x 300.000,00 = 300.000,00
Honor panitia pemeriksa/penerima sarana dan prasarana budidayaSekretaris2 o/p x 275.000,00 = 550.000,00
Anggota2 o/p x 225.000,00 = 450.000,00Ketua2 o/p x 300.000,00 = 600.000,00
Panitia perencana pengadaan sarana dan prasarana budidayaSekretaris2 o/p x 350.000,00 = 700.000,00
Anggota2 o/p x 325.000,00 = 650.000,00
Ketua2 o/p x 375.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 , Belanja Barang dan Jasa ,2564778933,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,14000000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,14000000," APBD
Belanja ATK
ATK penyelenggara dan sarana komputer (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 3.000.000,00 = 3.000.000,00
ATK peserta pelatihan440 paket x 25.000,00 = 11.000.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,2244180000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,2244180000," APBD
Alat/perlengkapan pelatihanAtribut peserta dan panitia470 paket x 94.000,00 = 44.180.000,00
Perlengkapan pelatihanPengadaan sarana prasarana pelatihan110 paket x 20.000.000,00 = 2.200.000.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,2200000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,2200000," APBD
Belanja publikasiSpanduk kegiatan11 unit x 200.000,00 = 2.200.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,2369933,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,2369933," APBD
PenggandaanFotokopi13,000 lembar x 150,00 = 1.950.000,00
Laporan dan jilid1 LS x 419.933,00 = 419.933,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,13200000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,13200000," APBD
Sewa ruang pertemuan
Sewa ruang/tempat pelatihan1 LS x 13.200.000,00 = 13.200.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 08 , Belanja Sewa Sarana Mobilitas ,44000000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 08 . 01 , Belanja Sewa Sarana Mobilitas Darat ,44000000," APBD
Sewa bus
Sewa bus untuk studi banding11 unit x 4.000.000,00 = 44.000.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,82749000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,4275000," APBD
Makan minum rapat150 om x 28.500,00 = 4.275.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,78474000," APBD
Makan minum kegiatan
Makan minum pelatihan1,617 om x 38.000,00 = 61.446.000,00
Makan minum studi banding473 om x 36.000,00 = 17.028.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,26680000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,26680000," APBD
Dalam rangka survey lokasi kunjungan/konsultasi dll
Sewa kendaraan2 hari x 800.000,00 = 1.600.000,00
Biaya perjalanan dinas (Golongan IV)3 op x 1.440.000,00 = 4.320.000,00
Biaya perjalanan dinas (Golongan III)4 op x 1.380.000,00 = 5.520.000,00
Biaya perjalanan dinas (Golongan II)1 op x 1.240.000,00 = 1.240.000,00
Dalam rangka magang/kursus budidaya ikanTiket (pp)4 op x 450.000,00 = 1.800.000,00
Biaya perjalanan dinas (Golongan III)2 op x 3.175.000,00 = 6.350.000,00
Biaya perjalanan dinas (Golongan II)2 op x 2.925.000,00 = 5.850.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 33 ," Belanja Kursus, Sosialisasi dan Bintek ",9200000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 33 . 02 , Belanja Kursus-kursus/Pelatihan/Bintek ,9200000," APBD
Belanja kursus/pelatihan/bimtek/magang
Biaya Magang4 orang x 2.300.000,00 = 9.200.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",126200000,,
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,69000000," APBD
Honor narasumberNarasumber pelatihan264 jpl x 250.000,00 = 66.000.000,00
Narasumber studi banding12 jpl x 250.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 20 . 10 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,57200000," APBD
Uang saku pesertaPeserta pelatihan1,320 oh x 30.000,00 = 39.600.000,00
Peserta studi banding440 oh x 40.000,00 = 17.600.000,00",
2.05 . 2.05.01 . 20 . 12 , Peningkatan Kapasitas Pengelolaan Dana Bergulir ,14000000," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksananya pengelolaan dana bergulir
Target: 11 bulan",
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 1 , Belanja Pegawai ,6790000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 1 . 01 , Honorarium PNS ,6790000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,6790000," APBD
Honor Pelaksana Kegiatan
Ketua7 ob x 160.000,00 = 1.120.000,00
Sekretaris7 ob x 150.000,00 = 1.050.000,00
Anggota28 ob x 140.000,00 = 3.920.000,00
Staf sekretariat7 ob x 100.000,00 = 700.000,00",
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 , Belanja Barang dan Jasa ,7210000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1000000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1000000," APBD
Belanja ATK
ATK dan sarana komputer (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,600000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,600000," APBD
PenggandaanFotokopi3,000 lembar x 150,00 = 450.000,00
Laporan dan jilid6 eks x 25.000,00 = 150.000,00",
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,2280000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,2280000," APBD
Makan minum rapat80 om x 28.500,00 = 2.280.000,00",
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,3330000,,
2.05 . 2.05.01 . 20 . 12 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,3330000," APBD
Dalam rangka identifikasi, verifikasi dan pembinaan kelompok
Golongan IV20 op x 50.000,00 = 1.000.000,00
Golongan III44 op x 40.000,00 = 1.760.000,00
Golongan II19 op x 30.000,00 = 570.000,00",
2.05 . 2.05.01 . 20 . 13 , Peningkatan Sarana dan Prasarana Perikanan Budidaya ,64500000," Sumber Dana : APBD
Lokasi Kegiatan : 17 kec
Keluaran : terlaksana ujicoba mesin pelet
Target: 3 bulan",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 1 , Belanja Pegawai ,4775000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 1 . 01 , Honorarium PNS ,4775000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,3650000," APBD
Honorarium Panitia Pelaksana Teknis Kegiatan
Ketua5 ob x 160.000,00 = 800.000,00
Sekretaris5 ob x 150.000,00 = 750.000,00
Anggota15 ob x 140.000,00 = 2.100.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 1 . 01 . 02 , Honorarium Tim Pengadaan Barang Dan Jasa ,1125000," APBD
Honorarium Pejabat Pengadaan1 ok x 300.000,00 = 300.000,00
Honorarium Tim PenerimaKetua1 ok x 200.000,00 = 200.000,00
Sekretaris1 ok x 175.000,00 = 175.000,00
Anggota1 ok x 150.000,00 = 150.000,00
Honorarium PPK1 op x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 , Belanja Barang dan Jasa ,59725000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,300000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,300000," APBD
ATK Kegiatan dan Supply Komputer
ATK Kegiatan dan Supply Komputer (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex,Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,52800000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 02 . 03 , Belanja Bibit Ternak ,1000000," APBD
belanja benih ikanbelanja benih ikan (untuk ujicoba)1 ls x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 02 . 10 , Belanja Bahan Pakan ,51000000," APBD
Belanja Bahan Pakan1 paket x 51.000.000,00 = 51.000.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,800000," APBD
Belanja Alat-alat/PerlengkapanBelanja kemasan1 paket x 800.000,00 = 800.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,350000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,350000," APBD
Belanja Penggandaan1,500 lembar x 150,00 = 225.000,00
Laporan dan jilid1 eks x 125.000,00 = 125.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,3500000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1500000," APBD
Belanja Makanan dan Minuman Rapat
Konsumsi rapat60 om x 25.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,2000000," APBD
Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Makan minum kegiatan80 om x 25.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,2775000,,
2.05 . 2.05.01 . 20 . 13 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,2775000," APBD
Dalam rangka survey, konsultasi
Gol IV3 op x 475.000,00 = 1.425.000,00
Gol III3 op x 450.000,00 = 1.350.000,00",
2.05 . 2.05.01 . 20 . 14 , Peningkatan Kapasitas Pengelolaan PUMP-Perikanan Budidaya ,30000000," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksana workshop/sosialisasi
Target: 75 orang",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 1 , Belanja Pegawai ,11500000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 1 . 01 , Honorarium PNS ,11500000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,11500000," APBD
Honor pelaksana kegiatan
Ketua10 ob x 160.000,00 = 1.600.000,00
Sekretaris10 ob x 150.000,00 = 1.500.000,00
Anggota60 ob x 140.000,00 = 8.400.000,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 , Belanja Barang dan Jasa ,18500000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,354000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,354000," APBD
Belanja ATK
ATk dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 354.000,00 = 354.000,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,450000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,450000," APBD
PenggandaanFotokopi2,500 lembar x 150,00 = 375.000,00
Laporan dan jilid3 eks x 25.000,00 = 75.000,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,3420000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1282500," APBD
Makan minum rapat45 om x 28.500,00 = 1.282.500,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,2137500," APBD
Makan minum kegiatan
Makan minum pelaksanaan kegiatan75 om x 28.500,00 = 2.137.500,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,14276000,,
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,4160000," APBD
Dalam rangka pembinaan/monev ke kelompok
Golongan IV24 op x 50.000,00 = 1.200.000,00
Golongan III59 op x 40.000,00 = 2.360.000,00
Golongan II20 op x 30.000,00 = 600.000,00",
2.05 . 2.05.01 . 20 . 14 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,10116000," APBD
Dalam rangka studi banding/koordinasi/konsultasiSewa kendaraan2 hari x 798.000,00 = 1.596.000,00
Biaya perjalanan dinas (Golongan IV)3 op x 1.140.000,00 = 3.420.000,00
Biaya perjalanan dinas (Golongan III)4 op x 1.040.000,00 = 4.160.000,00
Biaya perjalanan dinas (Golongan II)1 op x 940.000,00 = 940.000,00",
2.05 . 2.05.01 . 20 . 15 , Penguatan Kelembagaan Perikanan ,85050000," Sumber Dana : APBD
Lokasi Kegiatan : 17 ke
Keluaran : Terlaksananya kegiatan penguatan kelembagaan perikanan
Target: 50 kelompok",
2.05 . 2.05.01 . 20 . 15 . 5 . 2 . 1 , Belanja Pegawai ,11500000,,
2.05 . 2.05.01 . 20 . 15 . 5 . 2 . 1 . 01 , Honorarium PNS ,11500000,,
